Nlihc_id,Status,Subsidized,Cat_Expiring,Cat_Failing_Insp,Proj_Name,Proj_Addre,Proj_City,Proj_ST,Proj_Zip,Proj_Units_Tot,Proj_Units_Assist_Min,Proj_Units_Assist_Max,Hud_Own_Effect_dt,Hud_Own_Name,Hud_Own_Type,Hud_Mgr_Name,Hud_Mgr_Type,Subsidy_Start_First,Subsidy_Start_Last,Subsidy_End_First,Subsidy_End_Last,Ward2012,PBCA,Anc2012,Psa2012,Geo2010,Cluster_tr2000,Cluster_tr2000_name,Zip,Proj_image_url,Proj_streetview_url,Proj_address_id,Proj_x,Proj_y,Proj_lat,Proj_lon,Bldg_count,Update_Dtm,Subsidy_info_source_property,contract_number,Nlihc_id,Category_Code,Cat_At_Risk,Cat_More_Info,Cat_Lost,Cat_Replaced
NL000058,Active,Yes,No,No,Carroll Apts,410 M Street SE,Washington,DC,20003,60,60,60,,,Individual,,Individual,,,,,Ward 6,No,ANC 6D,PSA 106,Tract 72,Cluster 27,"Near Southeast, Navy Yard",ZIP 20003,http://citizenatlas.dc.gov/mobilevideo/20040926/MQ082251.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.87671114,-76.99995356&cbp=11,350.619502479474,,0,2.09",155956,400004.03,134320.02,38.87671114,-76.99995356,1,03SEP15:17:34:41,,,NL000058,5 - Other Subsidized Property,No,No,No,No
NL000060,Active,Yes,Yes,No,Carver Hall Apts,2338 Pitts Place SE,Washington,DC,20020,94,94,94,,Carver Hall Limited Partnership,Profit motivated,Horning Brothers,Profit motivated,01/01/2005,02/01/2005,12/31/2025,01/01/2035,Ward 8,Yes,ANC 8A,PSA 701,Tract 75.04,Cluster 28,Historic Anacostia,ZIP 20020,http://citizenatlas.dc.gov/mobilevideo/20041010/MA131805.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.85984538,-76.98519449&cbp=11,123.844453141279,,0,2.09",150375,401285.01,132447.9,38.85984538,-76.98519449,1,01MAR16:15:34:26,0000003228,DC390007010,NL000060,5 - Other Subsidized Property,No,No,No,No
NL000061,Active,Yes,Yes,No,Carver Terrace Apts,2026 Maryland Avenue NE,Washington,DC,20002,312,312,312,,Telesis Corp.,,,Individual,01/01/2001,01/01/2004,01/01/2016,01/01/2041,Ward 5,No,ANC 5D,PSA 507,Tract 89.03,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",ZIP 20002,http://citizenatlas.dc.gov/mobilevideo/20040803/D3100239.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90407589,-76.97447616&cbp=11,258.583991859436,,0,2.09",52408,402213.91,137358.03,38.90407589,-76.97447616,1,01MAR16:15:34:26,0000004231,,NL000061,5 - Other Subsidized Property,No,No,No,No
NL000063,Active,No,No,No,Cas Associates,1461 Girard Street NW,Washington,DC,20009,9,,,,"Dev. Corp. of Columbia Heights/Realty Management Associates, Inc.",Non-profit,Dev. Corp. of Columbia Heights,Non-profit,,,,,Ward 1,No,ANC 1A,PSA 304,Tract 37,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040912/DC123339.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.9255927,-77.03477655&cbp=11,347.557352743305,,0,2.09",234310,396984.43,139746.84,38.9255927,-77.03477655,1,03SEP15:17:34:41,,,NL000063,5 - Other Subsidized Property,No,No,No,No
NL000064,Active,Yes,Yes,No,Casa Iris,2201 12th Street NW,Washington,DC,20009,40,40,40,03/24/1994,"NHCOA Housing of D.C., Inc.",Non-profit,"NHCOA Housing of D.C., Inc.",Non-profit,04/01/1997,04/01/1997,03/31/2017,03/31/2017,Ward 1,No,ANC 1B,PSA 305,Tract 44,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040804/Q4082042.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91953304,-77.02784129&cbp=11,88.1903586585193,,0,2.09",238964,397585.6,139073.96,38.91953304,-77.02784129,1,03FEB16:14:05:12,,DC39S931002,NL000064,5 - Other Subsidized Property,No,No,No,No
NL000065,Active,Yes,Yes,No,Hubbard Place (Cavalier Apts),3500 14th Street NW,Washington,DC,20010,239,233,239,08/02/2007,Cavalier Apartments LP,Profit motivated,"Eagle Point Management, LLC",Profit motivated,08/01/2005,07/27/2007,07/27/2027,01/01/2037,Ward 1,Yes,ANC 1A,PSA 409,Tract 28.01,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20010,http://citizenatlas.dc.gov/mobilevideo/20040815/DF100904.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.93461778,-77.03317591&cbp=11,278.221657242962,,0,2.09",234780,397123.59,140748.65,38.93461778,-77.03317591,1,01MAR16:15:34:26,0000004229,DC39A001003,NL000065,5 - Other Subsidized Property,No,No,No,No
NL000066,Active,Yes,Yes,No,Chapin Street Apts,1474 Chapin Street NW,Washington,DC,20009,15,15,15,,Development Corporation of Columbia Heights / James Speight,,,Individual,11/30/2003,07/01/2004,11/30/2018,05/01/2039,Ward 1,No,ANC 1B,PSA 304,Tract 37,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20041003/M3082824.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.9212151,-77.0344799&cbp=11,182.605863743029,,0,2.09",234160,397009.97,139260.88,38.9212151,-77.0344799,1,01MAR16:15:34:26,0000006431,,NL000066,5 - Other Subsidized Property,No,No,No,No
NL000068,Inactive,Yes,Yes,No,Chastleton Apts,1701 16th Street NW,Washington,DC,20009,300,300,300,,,Individual,,Individual,09/01/2011,09/01/2011,08/01/2046,08/01/2046,Ward 2,No,ANC 2B,PSA 301,Tract 52.01,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040801/Q1081802.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91304395,-77.03616306&cbp=11,86.8302386213582,,0,2.09",242225,396863.65,138353.87,38.91304395,-77.03616306,1,01MAR16:15:34:26,0000007230,,NL000068,6 - Lost Rental,No,No,Yes,No
NL000069,Active,Yes,Yes,No,CHHI House (Otis House),1203 1/2 Otis Street NE,Washington,DC,20017,6,6,6,11/01/1981,Community Housing For The Hearing Impaired,Non-profit,"NAt'l Health Care Foundation For The Deaf,inc",Profit motivated,08/01/1982,04/21/2003,04/20/2016,07/01/2022,Ward 5,Yes,ANC 5B,PSA 504,Tract 93.01,Cluster 22,"Brookland, Brentwood, Langdon",ZIP 20017,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.93417241,-76.99057903&cbp=11,181.340751936553,,0,2.09",301975,400816.82,140698.73,38.93417241,-76.99057903,1,03FEB16:14:05:12,,DC39T802001,NL000069,2 - Expiring Subsidy,No,No,No,No
NL000070,Active,Yes,Yes,No,Christopher Price House (Belmont Apts),1301 Belmont Street NW,Washington,DC,20009,20,20,20,06/28/2006,"Belmont Independent Living, Inc.",Non-profit,Weil Enterprises,Profit motivated,11/02/1984,08/01/2006,02/01/2020,07/01/2041,Ward 1,Yes,ANC 1B,PSA 304,Tract 36,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040831/DV071908.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92132342,-77.03011626&cbp=11,0.32261572315009,,0,2.09",232077,397388.38,139272.77,38.92132342,-77.03011626,1,01MAR16:15:34:26,0000001823,DC39T781003,NL000070,5 - Other Subsidized Property,No,No,No,No
NL000071,Active,Yes,No,No,Claridge Towers,1221 M Street NW,Washington,DC,20005,343,343,343,,Dcha,Public housing authority,,Individual,,,,,Ward 2,No,ANC 2F,PSA 307,Tract 50.02,Cluster 7,"Shaw, Logan Circle",ZIP 20005,http://citizenatlas.dc.gov/mobilevideo/20040824/QO104032.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.9058531,-77.02881754&cbp=11,11.7032614052652,,0,2.09",278959,397500.46,137555.4,38.9058531,-77.02881754,1,03SEP15:17:34:41,,,NL000071,5 - Other Subsidized Property,No,No,No,No
NL000074,Active,Yes,Yes,No,Colony House,4921 Georgia Avenue NW,Washington,DC,20011,58,57,57,09/14/1998,Colony House Nonprofit Corp.,Non-profit,NMI Property Management LLC,Profit motivated,10/01/1995,10/01/1995,09/30/2016,09/30/2016,Ward 4,No,ANC 4D,PSA 407,Tract 22.01,Cluster 18,"Brightwood Park, Crestwood, Petworth",ZIP 20011,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.95053304,-77.02702024&cbp=11,99.3329062330417,,0,2.09",303273,397657.82,142515.21,38.95053304,-77.02702024,1,03FEB16:14:05:12,,DC39S901001,NL000074,2 - Expiring Subsidy,No,No,No,No
NL000075,Active,Yes,No,No,Colorado Apts,5336 Colorado Avenue NW,Washington,DC,20011,21,21,21,,Dcha,Public housing authority,,Individual,,,,,Ward 4,No,ANC 4C,PSA 403,Tract 20.01,Cluster 18,"Brightwood Park, Crestwood, Petworth",ZIP 20011,http://citizenatlas.dc.gov/mobilevideo/20040727/MR111745.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.95540136,-77.034617&cbp=11,301.484459042673,,0,2.09",255873,396999.52,143055.86,38.95540136,-77.034617,1,03SEP15:17:34:41,,,NL000075,5 - Other Subsidized Property,No,No,No,No
NL000076,Active,Yes,Yes,No,Colorado Ave NW Cooperative,5746 Colorado Avenue NW,Washington,DC,20011,36,36,36,,Colorado Avenue Northwest Cooperative,,,Individual,12/01/1997,12/01/1997,11/01/2027,11/01/2027,Ward 4,No,ANC 4A,PSA 403,Tract 20.01,Cluster 18,"Brightwood Park, Crestwood, Petworth",ZIP 20011,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.95982625,-77.03063166&cbp=11,302.366768579102,,0,2.09",257795,397345.12,143546.94,38.95982625,-77.03063166,1,01MAR16:15:34:26,0000008420,,NL000076,5 - Other Subsidized Property,No,No,No,No
NL000077,Active,Yes,Yes,No,Columbia Heights Village Apts,2900 14th Street NW,Washington,DC,20009,406,406,406,12/27/2001,Columbia Heights Village Apartments LP,Profit motivated,Crc Property Management LLC,Profit motivated,01/01/2002,01/01/2002,01/01/2017,01/01/2032,Ward 1,Yes,ANC 1A,PSA 302,Tract 28.02,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040818/DI071845.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92705741,-77.03274396&cbp=11,277.153881776764,,0,2.09",234356,397160.74,139909.37,38.92705741,-77.03274396,1,01MAR16:15:34:26,0000006625,DC39M000053,NL000077,5 - Other Subsidized Property,No,No,No,No
NL000078,Active,Yes,No,No,Columbia Road Apts,1475 Columbia Road NW,Washington,DC,20009,23,23,23,,Dcha,Public housing authority,,Individual,,,,,Ward 1,No,ANC 1A,PSA 302,Tract 28.02,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040912/DC111337.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92759362,-77.03509006&cbp=11,339.270033216311,,0,2.09",234372,396957.33,139968.97,38.92759362,-77.03509006,1,03SEP15:17:34:41,,,NL000078,5 - Other Subsidized Property,No,No,No,No
NL000079,Active,Yes,No,No,"Community Family Life Services, Inc. (Milestone)",4860 Fort Totten Drive NE,Washington,DC,20011,35,35,35,,,Individual,,Individual,,,,,Ward 5,No,ANC 5A,PSA 405,Tract 95.01,Cluster 19,"Lamond Riggs, Queens Chapel, Fort Totten, Pleasant Hill",ZIP 20011,http://citizenatlas.dc.gov/mobilevideo/20040728/MS131900.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.95003472,-77.00719103&cbp=11,231.175438393551,,0,2.09",16680,399376.66,142459.57,38.95003472,-77.00719103,1,03SEP15:17:34:41,,,NL000079,5 - Other Subsidized Property,No,No,No,No
NL000080,Active,Yes,Yes,No,Congress Park I (Congress Park Plaza Apts),1320 Congress Street SE,Washington,DC,20032,163,163,163,05/29/2001,SE Washington Development Associates LP,Profit motivated,Edgewood Management Corporation,Profit motivated,08/03/1983,05/01/2000,04/01/2015,11/01/2036,Ward 8,Yes,ANC 8E,PSA 705,Tract 73.04,Cluster 38,"Douglas, Shipley Terrace",ZIP 20032,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.84233443,-76.98754198&cbp=11,345.225100458088,,0,2.09",149920,401081.53,130504.03,38.84233443,-76.98754198,1,01MAR16:15:34:26,0000007639,DC390012007,NL000080,5 - Other Subsidized Property,No,No,No,No
NL000081,Active,Yes,Yes,No,Congress Park II,1313 Congress Street SE,Washington,DC,20032,214,214,214,,"SE Washington Development Associates II, LP",Profit motivated,Edgewood Management Corporation,Profit motivated,10/01/2004,01/01/2005,11/04/2019,01/01/2035,Ward 8,No,ANC 8E,PSA 705,Tract 73.04,Cluster 38,"Douglas, Shipley Terrace",ZIP 20032,http://citizenatlas.dc.gov/mobilevideo/20041018/MI090932.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.84202881,-76.98702323&cbp=11,163.87492491755,,0,2.09",155917,401126.57,130470.11,38.84202881,-76.98702323,1,03FEB16:14:05:12,,DC390017001,NL000081,5 - Other Subsidized Property,No,No,No,No
NL000082,Active,Yes,Yes,No,Delta Towers,1400 Florida Avenue NE,Washington,DC,20002,149,149,149,11/14/1979,Delta Housing Corporation of D.C.,Non-profit,Fort Lincoln Realty Co.,Profit motivated,05/01/1981,12/05/2012,04/01/2021,12/04/2032,Ward 5,Yes,ANC 5D,PSA 506,Tract 88.02,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",ZIP 20002,http://citizenatlas.dc.gov/mobilevideo/20040929/QT072549.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.9005577,-76.98433191&cbp=11,19.364740857352,,0,2.09",65280,401359.1,136967.29,38.9005577,-76.98433191,1,03FEB16:14:05:12,,DC392815201,NL000082,5 - Other Subsidized Property,No,No,No,No
NL000083,Active,Yes,Yes,No,Douglas Knoll Apts,1900 Savannah Terrace SE,Washington,DC,20020,185,185,185,,Douglas Knoll Cooperative LP / Michelle Owens,,,Individual,01/01/2002,07/01/2002,07/01/2017,01/01/2032,Ward 8,No,ANC 8E,PSA 704,Tract 74.03,Cluster 38,"Douglas, Shipley Terrace",ZIP 20020,http://citizenatlas.dc.gov/mobilevideo/20041014/ME130045.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.84768578,-76.97719609&cbp=11,305.018894545327,,0,2.09",150185,401979.55,131098.24,38.84768578,-76.97719609,1,01MAR16:15:34:26,0000007228,,NL000083,5 - Other Subsidized Property,No,No,No,No
NL000084,Active,Yes,Yes,No,Dupont Park Adventist Apts (Walter Washington Estates),896 Southern Avenue SE,Washington,DC,20032,45,45,45,09/26/2002,Dupont Park Adventist Apartments,Non-profit,Dels Management Services,Limited dividend,04/01/2004,05/10/2005,03/31/2016,05/10/2025,Ward 8,No,ANC 8E,PSA 706,Tract 97,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",ZIP 20032,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.83035766,-76.99007435&cbp=11,308.730984198568,,0,2.09",81597,400861.83,129174.5,38.83035766,-76.99007435,1,03FEB16:14:05:12,,DC39S951003,NL000084,2 - Expiring Subsidy,No,No,No,No
NL000085,Active,Yes,No,No,Glenncrest (Formerly Eastgate Gardens),4861 F Street SE; 4863 F Street SE; 4865 F Street SE; others,Washington,DC,20019,64,61,61,,"A & R/Thc Ii, Llc",,A&R Management Company,,,,,,Ward 7,No,ANC 7E,PSA 604,Tract 99.04,Cluster 33,"Capitol View, Marshall Heights, Benning Heights",ZIP 20019,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.8830831,-76.93127771&cbp=11,139.242623291895,,0,2.09",305190,405898.7645,134995.192,38.882773569,-76.93201432,20,03SEP15:17:34:41,,,NL000085,5 - Other Subsidized Property,No,No,No,No
NL000087,Inactive,No,Yes,No,Eaton Road Apts,1500 Eaton Road SE,Washington,DC,20020,6,6,6,,"Restoration Associates, Inc. / Henry Brylawski",,,Individual,01/01/1995,01/01/1995,01/01/2025,01/01/2025,Ward 8,No,ANC 8C,PSA 703,Tract 74.01,Cluster 37,"Sheridan, Barry Farm, Buena Vista",ZIP 20020,http://citizenatlas.dc.gov/mobilevideo/20041010/MA115202.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.85855824,-76.99638743&cbp=11,21.863528164446,,0,2.09",62544,400313.55,132304.92,38.85855824,-76.99638743,1,03SEP15:17:34:41,,,NL000087,6 - Lost Rental,No,No,Yes,No
NL000089,Active,Yes,Yes,No,Edgewood Gardens Phase II (The Parke),401 Edgewood Street NE; 415 Edgewood Street NE; 425 Edgewood Street NE,Washington,DC,20017,42,42,42,,C.P.D.C.,,,Individual,01/01/1999,01/01/1999,01/01/2029,01/01/2029,Ward 5,No,ANC 5E,PSA 502,Tract 92.04,Cluster 21,"Edgewood, Bloomingdale, Truxton Circle, Eckington",ZIP 20017,http://citizenatlas.dc.gov/mobilevideo/20040812/MC075204.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92305203,-76.9995596&cbp=11,146.191519778671,,0,2.09",289564,400014.43333,139459.76667,38.923011823,-76.99983356,3,03SEP15:17:34:41,,,NL000089,5 - Other Subsidized Property,No,No,No,No
NL000091,Active,Yes,Yes,No,Edgewood Terrace I,601 Edgewood Street NE,Washington,DC,20017,292,114,140,09/29/1995,Edgewood Terrace One LLC,Profit motivated,Edgewood Management Corporation,Profit motivated,09/29/1995,05/10/2005,05/10/2015,10/31/2034,Ward 5,Yes,ANC 5E,PSA 502,Tract 92.04,Cluster 21,"Edgewood, Bloomingdale, Truxton Circle, Eckington",ZIP 20017,,,289571,400216.99,139558.38,38.92390014,-76.99749766,1,03FEB16:14:05:12,,DC39E000004,NL000091,5 - Other Subsidized Property,No,No,No,No
NL000092,Active,Yes,Yes,No,Edgewood Terrace IV (The Vista),611 Edgewood Street NE,Washington,DC,20017,382,382,382,01/31/2002,Edgewood IV Limited Partnership,Profit motivated,Edgewood Management Corporation,Profit motivated,01/01/2002,02/01/2002,01/31/2022,01/01/2032,Ward 5,Yes,ANC 5E,PSA 502,Tract 92.04,Cluster 21,"Edgewood, Bloomingdale, Truxton Circle, Eckington",ZIP 20017,http://citizenatlas.dc.gov/mobilevideo/20040812/MC075357.jpg,,289572,400184.11,139471.19,38.92311471,-76.99787686,1,01MAR16:15:34:26,0000006623,DC39M000031,NL000092,5 - Other Subsidized Property,No,No,No,No
NL000093,Active,Yes,No,No,Efforts From Ex-Convicts,1514 8th Street NW,Washington,DC,20001,6,6,6,,,Individual,,Individual,02/24/2005,02/24/2005,02/24/2010,02/24/2010,Ward 6,No,ANC 6E,PSA 308,Tract 49.01,Cluster 7,"Shaw, Logan Circle",ZIP 20001,http://citizenatlas.dc.gov/mobilevideo/20040701/M1084447.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91008484,-77.02325415&cbp=11,257.272170686898,,0,2.09",225645,397983.13,138025.02,38.91008484,-77.02325415,1,03SEP15:17:34:41,,,NL000093,1 - At-Risk or Flagged for Follow-up,Yes,No,No,No
NL000094,Active,Yes,No,No,Eleventh Street Apts,1107 11th Street NW,Washington,DC,20001,31,31,31,09/03/1971,Bruce Finland (Not Yet Closed) S&h Associates Ltd. Partnership (Old),Limited dividend,S&h Associates Ltd. Partnership,Limited dividend,07/01/1972,07/01/1972,06/01/2012,06/01/2012,Ward 2,No,ANC 2F,PSA 307,Tract 49.02,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",ZIP 20001,http://citizenatlas.dc.gov/mobilevideo/20040711/MB130155.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90473485,-77.02670072&cbp=11,91.3382957410766,,0,2.09",239353,397684.03,137431.21,38.90473485,-77.02670072,1,03SEP15:17:34:41,,DC39M000039,NL000094,5 - Other Subsidized Property,No,No,No,No
NL000096,Active,Yes,Yes,No,Elsinore Courtyards (Dhaka House),5330 E Street SE,Washington,DC,20019,152,151,152,11/05/2012,SC Elsinore,Profit motivated,"Sanford Capital, LLC",Profit motivated,01/01/2004,09/01/2007,11/01/2011,01/01/2034,Ward 7,Yes,ANC 7E,PSA 604,Tract 99.05,Cluster 33,"Capitol View, Marshall Heights, Benning Heights",ZIP 20019,http://citizenatlas.dc.gov/mobilevideo/20040829/DT084549.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.8819949,-76.92557052&cbp=11,2.78138583377747,,0,2.09",9938,406457.93,134909.19,38.8819949,-76.92557052,1,01MAR16:15:34:26,0000005629,DC39E000022,NL000096,2 - Expiring Subsidy,No,No,No,No
NL000097,Active,Yes,No,No,Elvans Road,2440 Elvans Road SE; 2442 Elvans Road SE; 2444 Elvans Road SE; others,Washington,DC,20020,20,20,20,,,Individual,,Individual,,,,,Ward 8,No,ANC 8B,PSA 703,Tract 74.06,Cluster 37,"Sheridan, Barry Farm, Buena Vista",ZIP 20020,http://citizenatlas.dc.gov/mobilevideo/20041007/M7102902.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.85398469,-76.98846322&cbp=11,186.8707532286,,0,2.09",290659,401035.821,131770.298,38.853741585,-76.9880666,10,03SEP15:17:34:41,,,NL000097,5 - Other Subsidized Property,No,No,No,No
NL000098,Inactive,No,Yes,No,Euclid Street Apts,1312 Euclid Street NW,Washington,DC,20009,5,17,17,,1312 Euclid Limited Partnership,Limited dividend,"Nrm Associates, Inc.",,11/03/2003,11/03/2003,11/03/2018,11/03/2023,Ward 1,No,ANC 1B,PSA 304,Tract 36,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040831/DV075252.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92349399,-77.03037965&cbp=11,184.374867645916,,0,2.09",232066,397365.62,139513.73,38.92349399,-77.03037965,1,03SEP15:17:34:41,,,NL000098,6 - Lost Rental,No,No,Yes,No
NL000099,Active,Yes,Yes,No,The Olympia (Euclid Street Lofts),1368 Euclid Street NW,Washington,DC,20009,77,77,77,,Euclid Street Lofts,,,Individual,01/01/2004,01/01/2004,01/01/2034,01/01/2034,Ward 1,No,ANC 1B,PSA 304,Tract 36,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040831/DV075858.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92357093,-77.03170482&cbp=11,185.482722152269,,0,2.09",232072,397250.71,139522.31,38.92357093,-77.03170482,1,03SEP15:17:34:41,,,NL000099,5 - Other Subsidized Property,No,No,No,No
NL000101,Active,Yes,Yes,No,Faircliff Plaza East,1356 Fairmont Street NW,Washington,DC,20009,80,80,80,03/08/2002,"Faircliff Plaza East, LP",Profit motivated,"Eagle Point Management, LLC",Profit motivated,03/08/2002,07/01/2002,07/01/2017,03/08/2032,Ward 1,Yes,ANC 1B,PSA 304,Tract 36,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92432713,-77.03190674&cbp=11,85.1411226916481,,0,2.09",284004,397233.23,139606.26,38.92432713,-77.03190674,1,03FEB16:14:05:12,,DC390007009,NL000101,5 - Other Subsidized Property,No,No,No,No
NL000102,Active,Yes,Yes,No,Faircliff Plaza West,1400 Euclid Street NW,Washington,DC,20009,112,112,112,03/17/2005,"FPW, LP",Profit motivated,"Eagle Point Management, LLC",Profit motivated,03/18/2005,03/31/2005,03/30/2025,03/18/2035,Ward 1,Yes,ANC 1B,PSA 304,Tract 37,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92300711,-77.03234344&cbp=11,263.498277334554,,0,2.09",284013,397195.31,139459.74,38.92300711,-77.03234344,1,03FEB16:14:05:12,,DC390001013,NL000102,5 - Other Subsidized Property,No,No,No,No
NL000103,Active,Yes,Yes,No,Fairmont I & II Apts,1400 Fairmont Street NW,Washington,DC,20009,203,203,203,12/26/2002,New Fairmont LP,Non-profit,Richard Hausler,Profit motivated,02/01/2004,01/01/2007,02/01/2019,02/01/2044,Ward 1,Yes,ANC 1B,PSA 304,Tract 37,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040921/DL135924.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92422536,-77.03277391&cbp=11,185.780868354586,,0,2.09",234255,397158.03,139594.99,38.92422536,-77.03277391,1,01MAR16:15:34:26,0000005829,DC39M000022,NL000103,5 - Other Subsidized Property,No,No,No,No
NL000105,Inactive,No,No,No,Fifteenth Street Cooperative,1903 15th Street NW,Washington,DC,20009,24,N,N,05/25/1984,"Fifteenth Street Coop. Assoc., Inc.",Profit motivated,"Quantum Real Estate Management, LLC",Profit motivated,N,N,N,N,Ward 2,No,ANC 2B,PSA 301,Tract 43,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040822/QM122131.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91592254,-77.0341411&cbp=11,86.1456203809342,,0,2.09",218551,397039.13,138673.35,38.91592254,-77.0341411,1,03SEP15:17:34:41,,,NL000105,6 - Lost Rental,No,No,Yes,No
